Sales Sku,Sales Order Number,Sales Order Date,Fulfillment Order Number,Fulfillment Channel Name,Quantity,Sku,Total Sales,Total Cost,Commission,Inventory Cost,Estimated Shipping Cost,Shipping Cost,,,
A4948,11464556552461864,1/6/21,21038731,L,1,A4948,16.29,16.22,2.44,6.79,6.99,6.99,,,
A4949,11355987064853068,1/6/21,21006059,O,1,A4949,6.59,12.78,0.53,3.27,8.98,8.98,,,
A4950,11151541401892221,1/6/21,21038730,L,1,A4950,15.09,14.16,2.26,7.15,4.75,4.75,,,
A4951,11351533146367408,1/6/21,21038728,L,12,A4951,46.48,44.5,6.97,26.54,10.99,10.99,,,
A4952,11352386273556209,1/6/21,21006060,P,5,A4952,25.51,23.61,3.83,10.8,8.98,8.98,,,
A4953,11353926603820231,1/6/21,21038734,L,6,A4953,26.06,26.65,3.91,12.75,9.99,9.99,,,
A4954,11392531944596226,1/6/21,21006060,Q,1,A4954,13.91,14.7,2.09,6.23,8.14,6.38,,,
A4955,11338796077469047,1/6/21,21038732,L,4,A4955,44.15,44.77,6.62,31.16,6.99,6.99,,,
A4956,11467427270403437,1/6/21,21038733,L,2,A4956,22.72,17.85,2.72,10.38,4.75,4.75,,,
A4957,11468944291815463,1/6/21,21006060,Q,1,A4957,92.94,67.01,13.94,46.54,8.98,6.53,,,
A4958,11109634543731442,1/6/21,21038735,L,6,A4958,37.73,37.79,5.66,23.38,8.75,8.75,,,
A4959,11362904123236235,1/6/21,21006060,Q,6,A4959,27.31,63.52,4.1,6.42,8.98,53,,,
A4960,11361836783928224,1/6/21,21038736,L,1,A4960,18.96,18.89,2.84,9.06,6.99,6.99,,,
A4961,11295691830007424,1/6/21,21038737,L,12,A4961,36.09,31.35,5.41,17.19,8.75,8.75,,,
A4962,11213296299232232,1/6/21,21038738,L,1,A4962,12.79,12.83,1.92,5.16,5.75,5.75,,,
A4963,11241568700690624,1/6/21,21038739,L,2,A4963,27.66,28.24,4.15,18.34,5.75,5.75,,,
A4964,11469213188385026,1/6/21,21006061,O,1,A4964,6.58,12.78,0.53,3.27,8.98,8.98,,,
A4965,11280948556002600,1/6/21,21038740,L,2,A4965,35.64,30.99,5.34,20.9,4.75,4.75,,,
A4966,11249822161852246,1/6/21,21038741,L,1,A4966,30.3,29.67,4.55,18.13,6.99,6.99,,,
A4967,11309316662961041,1/6/21,21038742,L,12,A4967,39.04,36.31,5.86,21.7,8.75,8.75,,,
A4968,11178500444134663,1/6/21,21038745,L,6,A4968,72.97,69.87,10.95,48.93,9.99,9.99,,,
A4969,11170701789509846,1/6/21,21038744,L,1,A4969,12.66,12.98,1.9,6.33,4.75,4.75,,,
A4970,11425802081257000,1/6/21,21038747,L,1,A4970,32.72,21.28,4.91,9.38,6.99,6.99,,,
A4971,11353275164278615,1/6/21,21006061,P,1,A4971,50.65,32.93,7.7,15.77,9.46,9.46,,,
A4972,11156877594465014,1/6/21,21038746,L,12,A4972,28.25,28.47,4.24,14.24,9.99,9.99,,,
A4973,11178914271802624,1/6/21,21006061,Q,1,A4973,14,20.39,2.1,11.91,8.38,6.38,,,
A4974,11372469749940236,1/6/21,21038748,L,1,A4974,34.08,35.1,5.11,23,6.99,6.99,,,
A4975,11455473636955416,1/6/21,21038749,L,1,A4975,34.08,35.1,5.11,23,6.99,6.99,,,
A4976,11265781540963428,1/6/21,21006089,Q,1,A4976,69.67,67.63,10.45,49.49,9.46,7.69,,,
A4977,11386537398855461,1/6/21,21006062,Q,2,A4977,38.88,31.6,5.84,19.38,8.98,6.38,,,
A4978,11119574579426642,1/6/21,21038750,L,6,A4978,27.26,26.63,4.09,12.55,9.99,9.99,,,
A4979,11385778770515440,1/6/21,21038751,L,6,A4979,37.73,37.79,5.66,23.38,8.75,8.75,,,
A4980,11300088897713014,1/6/21,21038743,J,2,A4980,358.4,360.6,28.68,323.18,8.74,8.74,,,
A4981,11131747034543415,1/6/21,21038752,L,12,A4981,36,32.3,5.4,16.91,9.99,9.99,,,
A4982,11219069878058611,1/6/21,21006063,Q,12,A4982,80.15,101.24,12.02,39.12,9.93,50.1,,,
A4983,11447548973870648,1/6/21,21038754,L,6,A4983,34.97,34.35,5.25,21.11,7.99,7.99,,,
A4984,11434327765904248,1/6/21,21038753,L,24,A4984,65.28,60.25,9.8,36.46,13.99,13.99,,,
A4985,11222790499654653,1/6/21,21006061,Q,1,A4985,169.99,201.54,13.6,179.2,8.98,8.74,,,
A4986,11416762016708206,1/6/21,21038755,L,1,A4986,13.43,14.77,2.01,5.77,6.99,6.99,,,
A4987,11424931631973060,1/6/21,21006063,Q,1,A4987,16.99,13.98,2.55,3.47,7.77,7.96,,,
A4988,11172003584629862,1/6/21,21038756,L,3,A4988,17.58,18.34,2.64,7.71,7.99,7.99,,,
A4989,11119509433722637,1/6/21,21038761,L,2,A4989,21.88,15.87,1.76,9.36,4.75,4.75,,,
A4990,11190739600313069,1/6/21,21038760,L,24,A4990,79.32,70.67,11.9,48.78,9.99,9.99,,,
A4991,11484954926455430,1/6/21,21038759,L,4,A4991,111.63,99.29,16.74,72.56,9.99,9.99,,,
A4992,11180692078187433,1/6/21,21038758,L,1,A4992,22.24,21.28,3.34,10.95,6.99,6.99,,,
A4993,11366003043437034,1/6/21,21038757,L,1,A4993,22.85,23.2,3.43,14.02,5.75,5.75,,,
A4994,11420468772154620,1/6/21,21038763,K,1,A4994,161.77,166.62,19.41,134.46,12.75,12.75,,,
A4995,11201482558768220,1/6/21,21006063,Q,12,A4995,25.17,23.63,3.78,13.43,8.98,6.42,,,
A4996,11153271778203467,1/6/21,21038768,J,1,A4996,185.36,190.93,21.83,160.21,8.89,8.89,,,
A4997,11278185449604221,1/6/21,21038767,L,24,A4997,65.28,58.26,9.8,36.46,12,12,,,
A4998,11278185449604221,1/6/21,21038767,L,24,A4998,79.26,60.34,11.88,36.46,12,12,,,
A4999,11163007467137866,1/6/21,21038762,L,3,A4999,26.28,16.65,2.1,7.56,6.99,6.99,,,
A5000,11498710419732206,1/6/21,21038769,L,1,A5000,13.43,14.77,2.01,5.77,6.99,6.99,,,
A5001,11434222801833864,1/6/21,21038764,D,1,A5001,40.74,91.74,3.26,29.96,58.52,58.52,,,
A5002,11300166461674628,1/6/21,21038771,L,3,A5002,21.52,20.67,3.23,9.45,7.99,7.99,,,
A5003,11440098769343462,1/6/21,21038770,L,1,A5003,34.08,35.1,5.11,23,6.99,6.99,,,
A5004,11464189267945001,1/6/21,21038765,A,1,A5004,224.71,231.45,24.98,195.02,8.5,8.5,,,
A5005,11174044840473059,1/6/21,21038772,L,1,A5005,30.46,29.74,4.57,20.42,4.75,4.75,,,
A5006,11174853083542653,1/6/21,21006065,Q,6,A5006,24.48,20.42,3.66,10.38,8.98,6.38,,,
A5007,11412958047932232,1/6/21,21006065,Q,1,A5007,22.83,20.12,3.42,10.32,8.98,6.38,,,
A5008,11167741345184253,1/6/21,21006065,Q,6,A5008,27.31,61.67,4.1,6.42,8.98,51.15,,,
A5009,11202795175690623,1/6/21,21006064,Q,2,A5009,72.7,56.88,10.9,39.6,8.98,6.38,,,
A5010,11499822546869051,1/6/21,21006065,Q,1,A5010,9.26,8.99,0.74,1.87,7.77,6.38,,,
A5011,11152330578270642,1/6/21,21038773,L,3,A5011,61.77,60.61,9.27,44.35,6.99,6.99,,,
A5012,11379067143925064,1/6/21,21038774,L,3,A5012,21.89,22.55,3.28,14.52,4.75,4.75,,,
A5013,11393534973041010,1/6/21,21038776,L,12,A5013,35.1,34.57,5.27,22.31,6.99,6.99,,,
A5014,11467109433841806,1/6/21,21038777,L,1,A5014,16.29,16.22,2.44,6.79,6.99,6.99,,,
A5015,11338403933038608,1/6/21,21038775,L,6,A5015,34.63,34.61,5.19,19.92,9.5,9.5,,,
A5016,11289106044703463,1/7/21,21006064,Q,1,A5016,169.99,199.18,13.6,179.2,8.38,6.38,,,
A5017,11142885062729043,1/7/21,3183-11-,G,1,A5017,262.69,268.46,21.02,235.45,11.99,11.99,,,
A5018,11244984691530644,1/7/21,21038779,L,6,A5018,33.62,32.4,5.04,20.37,6.99,6.99,,,
A5019,11451868830585057,1/7/21,21038778,L,1,A5019,15.05,14.35,2.26,5.1,6.99,6.99,,,
A5020,11481852276566602,1/7/21,21038780,L,1,A5020,12.66,12.98,1.9,6.33,4.75,4.75,,,
A5021,11359013323389822,1/7/21,21038786,J,1,A5021,48.35,48.65,3.87,35.13,9.65,9.65,,,
A5022,11430305562929850,1/7/21,21006067,Q,1,A5022,169.99,199.54,13.6,179.2,8.98,6.74,,,
A5023,11343724383049803,1/7/21,21038787,I,1,A5023,37.67,38.39,5.65,18.99,9.8,11.75,,,
A5024,11130788885633812,1/7/21,21038782,L,6,A5024,47.61,46.74,7.14,29.61,9.99,9.99,,,
A5025,11121732391772207,1/7/21,21038784,L,1,A5025,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5026,11341230678967460,1/7/21,21038785,L,1,A5026,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5027,11396686106439456,1/7/21,21038783,L,3,A5027,54.06,52.41,8.11,38.55,5.75,5.75,,,
A5028,11288471029087454,1/7/21,21038781,L,1,A5028,23.4,22.16,3.51,11.66,6.99,6.99,,,
A5029,11252368653869806,1/7/21,21006067,Q,3,A5029,25.67,25.17,3.85,14.94,8.98,6.38,,,
A5030,11109556016351462,1/7/21,21038791,L,12,A5030,60.52,61.42,9.08,42.84,9.5,9.5,,,
A5031,11254864914972238,1/7/21,21038789,D,1,A5031,40.74,91.74,3.26,29.96,58.52,58.52,,,
A5032,11251958175771448,1/7/21,21038792,L,1,A5032,12.66,12.98,1.9,6.33,4.75,4.75,,,
A5033,11476528675062615,1/7/21,21038793,L,48,A5033,113.04,88,16.96,43.04,28,28,,,
A5034,11244285565051429,1/7/21,21038794,L,24,A5034,93.08,84.38,13.96,55.92,14.5,14.5,,,
A5035,11180962595672243,1/7/21,21006068,Q,2,A5035,15.98,13.8,1.28,6.14,8.98,6.38,,,
A5036,11449016708500265,1/7/21,21006069,Q,1,A5036,25.2,20.28,3.78,10.12,8.98,6.38,,,
A5037,11471979675423442,1/7/21,21006069,Q,2,A5037,19.68,16.02,2.96,5.1,8.81,7.96,,,
A5038,11322232585974612,1/7/21,21038795,L,2,A5038,43.8,37.83,6.58,25.5,5.75,5.75,,,
A5039,11133211451923457,1/7/21,21038796,L,1,A5039,22.63,21.055,3.39,14.17,3.495,3.495,,,
A5040,11133211451923457,1/7/21,21038796,L,1,A5040,21.9,19.535,3.29,12.75,3.495,3.495,,,
A5041,11411733964523451,1/7/21,3184-11-,G,1,A5041,229.15,234.45,13.75,210.71,9.99,9.99,,,
A5042,11282802779528254,1/7/21,21038797,L,3,A5042,29.76,28.9,4.46,18.69,5.75,5.75,,,
A5043,11470914777622643,1/7/21,21006069,Q,1,A5043,33.98,29.83,5.1,17.09,8.98,7.64,,,
A5044,11432140826449852,1/7/21,21006068,P,2,A5044,18.06,25.69,2.71,14,8.98,8.98,,,
A5045,11324428879331467,1/7/21,21038798,L,4,A5045,62.16,39.75,9.32,20.44,9.99,9.99,,,
A5046,11434257790443428,1/7/21,21038799,L,12,A5046,52.01,49.37,7.8,31.58,9.99,9.99,,,
A5047,11480490710617047,1/7/21,21038800,L,6,A5047,35.7,35.72,5.36,20.37,9.99,9.99,,,
A5048,11258755723661810,1/7/21,21006069,Q,1,A5048,9.18,11.69,1.38,3.93,8.98,6.38,,,
A5049,11239741484178616,1/7/21,21006069,Q,3,A5049,26.37,15.84,3.96,5.04,9.46,6.84,,,
A5050,11405985242257801,1/7/21,21038801,L,3,A5050,20.83,21.45,3.12,11.34,6.99,6.99,,,
A5051,11387298873246654,1/7/21,21038802,L,1,A5051,34.8,35.21,5.22,23,6.99,6.99,,,
A5052,11392602307837018,1/7/21,21006070,Q,1,A5052,33.98,31.61,5.1,17.09,8.98,9.42,,,
A5053,11104244985237025,1/7/21,21006069,Q,12,A5053,44.46,230.83,6.67,210.12,8.98,14.04,,,
A5054,11464984378333033,1/7/21,21038803,L,1,A5054,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5055,11219992267158602,1/7/21,21006070,Q,1,A5055,13.51,14.31,1.08,6.85,8.98,6.38,,,
A5056,11373563727928267,1/7/21,21006070,Q,12,A5056,80.15,91,12.02,39.12,8.98,39.86,,,
A5057,11156796220891409,1/7/21,21038807,I,1,A5057,41.81,45.01,6.27,24.99,9.8,11.75,,,
A5058,11191134653481861,1/7/21,21038804,L,1,A5058,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5059,11187692640715452,1/7/21,21006070,Q,12,A5059,58.86,61.06,8.82,34.2,9.38,18.04,,,
A5060,11426832883124267,1/7/21,21038808,J,1,A5060,149.96,164.5,19,134.49,11.01,11.01,,,
A5061,11261502400902641,1/7/21,21038809,I,1,A5061,36.99,37.81,5.55,26.46,3.55,3.8,,,
A5062,11254800124760212,1/7/21,21038805,L,12,A5062,66.48,67.48,9.97,50.52,6.99,6.99,,,
A5063,11347811640503440,1/7/21,21006071,Q,2,A5063,18.97,19.19,2.85,9.96,8.98,6.38,,,
A5064,11246094766052258,1/7/21,21006071,Q,1,A5064,17.23,19.57,2.58,10.61,7.77,6.38,,,
A5065,11195063665430622,1/7/21,21038806,L,6,A5065,38.98,36.54,5.85,20.7,9.99,9.99,,,
A5066,11178474006969027,1/7/21,21006071,Q,1,A5066,33.98,28.57,5.1,17.09,7.77,6.38,,,
A5067,11499224366501044,1/7/21,21006071,Q,3,A5067,16.38,19.18,2.46,8.49,8.98,8.23,,,
A5068,11328151805530637,1/7/21,21038810,L,12,A5068,60.52,61.42,9.08,42.84,9.5,9.5,,,
A5069,11220898342252263,1/7/21,21038811,L,2,A5069,25.71,25.93,3.86,17.32,4.75,4.75,,,
A5070,11343108628684219,1/7/21,21006071,Q,1,A5070,6.47,10.56,0.98,3.2,8.98,6.38,,,
A5071,11103851923031455,1/7/21,21038812,L,6,A5071,26.37,26,3.96,12.54,9.5,9.5,,,
A5072,11488557031557828,1/7/21,21038813,L,1,A5072,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5073,11311239522933026,1/7/21,21006071,O,1,A5073,43.87,16.1,6.58,0.54,8.98,8.98,,,
A5074,11434738239801068,1/7/21,21006072,Q,1,A5074,10.99,12.43,1.65,2.55,8.98,8.23,,,
A5075,11420326678123443,1/7/21,21038814,L,2,A5075,21.68,22.22,3.25,13.22,5.75,5.75,,,
A5076,11336128415511463,1/7/21,21038815,L,1,A5076,13.59,13.99,1.09,8.15,4.75,4.75,,,
A5077,11133946969586666,1/7/21,21006072,O,1,A5077,8.69,14.45,1.3,4.17,8.98,8.98,,,
A5078,11364469818851443,1/7/21,21038816,L,6,A5078,33.62,32.4,5.04,20.37,6.99,6.99,,,
A5079,11340550770996253,1/7/21,21006072,Q,1,A5079,15.97,19.02,2.4,8.39,8.98,8.23,,,
A5080,11321835021917821,1/7/21,21038817,L,2,A5080,31.08,24.38,4.66,10.22,9.5,9.5,,,
A5081,11472602755653827,1/7/21,21038818,L,12,A5081,55.05,54.74,8.26,32.49,13.99,13.99,,,
A5082,11149726377712259,1/7/21,21006073,Q,12,A5082,58.04,99.33,8.71,45.48,9.14,45.14,,,
A5083,11383671743009039,1/7/21,21038820,L,6,A5083,33.52,31.19,5.03,16.17,9.99,9.99,,,
A5084,11431464960761050,1/7/21,21039280,L,1,A5084,14.26,14.23,2.14,5.1,6.99,6.99,,,
A5085,11260736231909867,1/7/21,21038821,L,1,A5085,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5086,11465377369776252,1/7/21,21038823,L,3,A5086,38.71,31.89,5.81,18.09,7.99,7.99,,,
A5087,11427313173139425,1/7/21,21038822,L,1,A5087,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5088,11191161246755461,1/7/21,21038824,L,12,A5088,41.15,41.89,6.17,26.22,9.5,9.5,,,
A5089,11473639861737015,1/7/21,21038825,L,12,A5089,35.1,34.57,5.27,22.31,6.99,6.99,,,
A5090,11265890124904241,1/7/21,21038826,L,1,A5090,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5091,11418977819398629,1/7/21,21038827,L,12,A5091,35.1,34.57,5.27,22.31,6.99,6.99,,,
A5092,11410956922335456,1/7/21,21006072,O,1,A5092,6.99,10.45,0.56,0.91,8.98,8.98,,,
A5093,11196023352977019,1/7/21,21038828,L,1,A5093,14.34,14.19,1.15,6.05,6.99,6.99,,,
A5094,11175946441172211,1/7/21,21006072,O,2,A5094,25.66,17.84,3.08,5.78,8.98,8.98,,,
A5095,11148109019604207,1/7/21,21038819,I,1,A5095,34.69,36.62,5.2,17.99,9.38,11.43,,,
A5096,11168903914624206,1/7/21,21038833,L,12,A5096,19.91,20.22,2.99,9.73,7.5,7.5,,,
A5097,11134432646153003,1/7/21,21038829,L,12,A5097,34.7,34.51,5.21,22.31,6.99,6.99,,,
A5098,11434132045305040,1/7/21,21038830,L,4,A5098,29.94,25.95,4.49,13.96,7.5,7.5,,,
A5099,11428521743029861,1/7/21,21006074,Q,1,A5099,13.49,12.47,2.02,4.07,8.98,6.38,,,
A5100,11225901950188232,1/7/21,21006074,O,1,A5100,6.99,12.08,1.05,2.05,8.98,8.98,,,
A5101,11336114763602623,1/7/21,21038832,L,1,A5101,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5102,11429455125325018,1/7/21,21038831,L,6,A5102,37.72,34.86,5.66,19.21,9.99,9.99,,,
A5103,11425578630082627,1/7/21,21006073,Q,1,A5103,28.25,162.78,4.24,152.16,8.98,6.38,,,
A5104,11265185392589816,1/7/21,21038835,L,6,A5104,36.95,29.69,5.54,17.16,6.99,6.99,,,
A5105,11281488319852219,1/7/21,21038834,L,1,A5105,12.87,10.57,1.03,2.55,6.99,6.99,,,
A5106,11248495871189800,1/7/21,21038837,L,2,A5106,28.52,21.98,4.28,10.2,7.5,7.5,,,
A5107,11322773443125868,1/7/21,21038836,L,1,A5107,14.34,14.19,1.15,6.05,6.99,6.99,,,
A5108,11439136407177824,1/7/21,21006075,P,1,A5108,7.71,13.2,1.16,3.06,8.98,8.98,,,
A5109,11172969144721841,1/7/21,21006076,Q,3,A5109,32.97,18.98,4.95,7.65,8.98,6.38,,,
A5110,11358948863471461,1/7/21,21038838,L,12,A5110,36.09,31.35,5.41,17.19,8.75,8.75,,,
A5111,11259463682880221,1/7/21,21038839,L,1,A5111,20.5,19.7,3.08,10.87,5.75,5.75,,,
A5112,11330455371143416,1/7/21,21006075,Q,1,A5112,169.99,201.38,13.6,179.2,8.98,8.58,,,
A5113,11199255535405040,1/7/21,21038840,L,1,A5113,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5114,11391932099581044,1/7/21,21038841,L,2,A5114,21.55,22.2,3.23,13.22,5.75,5.75,,,
A5115,11368731714245022,1/7/21,21038842,L,12,A5115,43.63,44.94,6.54,28.9,9.5,9.5,,,
A5116,11372313036649063,1/7/21,21038843,M,1,A5116,14.27,13.73,2.14,3.28,6.99,8.31,,,
A5117,11437271445784267,1/7/21,21006076,Q,1,A5117,10.99,12.43,1.65,2.55,8.98,8.23,,,
A5118,11494665044466663,1/7/21,21038844,K,1,A5118,203.43,209.53,16.27,177.51,15.75,15.75,,,
A5119,11390533415249817,1/7/21,3251-11-,G,1,A5119,229.32,234.46,13.76,210.71,9.99,9.99,,,
A5120,11151573227093068,1/7/21,21006076,Q,1,A5120,10.99,12.16,1.65,2.55,7.77,7.96,,,
A5121,11206071400850616,1/7/21,21038846,L,6,A5121,34.42,34.36,5.16,19.21,9.99,9.99,,,
A5122,11399845058574600,1/7/21,21006076,Q,1,A5122,13.51,14.16,1.08,6.7,8.98,6.38,,,
A5123,11483711209079400,1/7/21,21038849,L,12,A5123,53.66,53.08,8.05,30.53,14.5,14.5,,,
A5124,11109698436653061,1/7/21,21006076,Q,1,A5124,64.78,62.79,9.72,46.54,8.98,6.53,,,
A5125,11226955118952244,1/7/21,21006076,Q,1,A5125,18.99,19.84,2.85,10.61,7.77,6.38,,,
A5126,11250816600331413,1/7/21,21038848,L,2,A5126,26.86,23.06,4.02,11.54,7.5,7.5,,,
A5127,11241297973726647,1/7/21,21038847,L,3,A5127,65.7,55.11,9.87,38.25,6.99,6.99,,,
A5128,11209884924992234,1/7/21,21006077,Q,1,A5128,64.78,64.22,9.72,46.54,8.98,7.96,,,
A5129,11409396200463421,1/7/21,21006077,Q,1,A5129,64.78,64.49,9.72,46.54,8.98,8.23,,,
A5130,11350546213057069,1/7/21,21006077,Q,1,A5130,64.78,62.64,9.72,46.54,8.98,6.38,,,
A5131,11271646346915453,1/7/21,21006077,Q,1,A5131,64.78,62.64,9.72,46.54,8.98,6.38,,,
A5132,11464433520609807,1/7/21,21006077,Q,1,A5132,64.78,62.64,9.72,46.54,8.93,6.38,,,
A5133,11148997659922656,1/7/21,21006078,Q,1,A5133,33.98,28.88,5.1,17.09,8.98,6.69,,,
A5134,11351198953821816,1/7/21,21006077,Q,3,A5134,194.34,175.16,29.16,139.62,8.98,6.38,,,
A5135,11191913690623401,1/7/21,21006077,Q,1,A5135,64.78,62.64,9.72,46.54,8.98,6.38,,,
A5136,11172680714865061,1/7/21,21038850,L,1,A5136,67.26,65.6,10.09,46.01,9.5,9.5,,,
A5137,11469861477488235,1/7/21,21006078,Q,1,A5137,64.78,62.64,9.72,46.54,8.98,6.38,,,
A5138,11430626650426620,1/7/21,21006078,P,1,A5138,15.02,19.24,2.25,8.01,8.98,8.98,,,
A5139,11327608339966610,1/7/21,21006078,Q,1,A5139,64.78,62.64,9.72,46.54,8.98,6.38,,,
A5140,11324956224462651,1/7/21,21038851,L,1,A5140,12.84,13.85,1.93,6.17,5.75,5.75,,,
A5141,11348243217732238,1/7/21,21006079,Q,6,A5141,22.52,19.23,3.38,7.08,8.98,8.77,,,
A5142,11388793258713026,1/7/21,21006079,Q,1,A5142,64.78,62.64,9.72,46.54,8.98,6.38,,,
A5143,11217203477584213,1/7/21,21006079,Q,2,A5143,7.63,11.07,0.61,4.08,8.98,6.38,,,
A5144,11205699777305035,1/7/21,21006079,Q,2,A5144,183.58,127.36,27.54,93.08,9.52,6.74,,,
A5145,11253311339105049,1/7/21,21006079,Q,1,A5145,64.78,64.49,9.72,46.54,8.98,8.23,,,
A5146,11493095240845809,1/7/21,21006078,Q,1,A5146,64.78,62.64,9.72,46.54,8.98,6.38,,,
A5147,11280641878369864,1/7/21,21006079,Q,1,A5147,91.79,66.69,13.77,46.54,8.98,6.38,,,
A5148,11374267899716240,1/7/21,21006079,Q,1,A5148,12.52,10.59,1.88,2.33,7.77,6.38,,,
A5149,11101809397405038,1/7/21,21006079,Q,3,A5149,194.34,175.16,29.16,139.62,8.98,6.38,,,
A5150,11224855618033858,1/7/21,21038856,L,12,A5150,40.7,42.67,6.11,27.81,8.75,8.75,,,
A5151,11123049292197819,1/7/21,21038853,L,3,A5151,31.43,20.43,4.71,8.22,7.5,7.5,,,
A5152,11327246588229028,1/7/21,21038854,L,12,A5152,43.82,40.71,6.57,24.15,9.99,9.99,,,
A5153,11394727648925808,1/7/21,21006080,Q,1,A5153,28.34,25.33,4.25,4.89,8.98,16.19,,,
A5154,11136226496511469,1/7/21,21038855,L,12,A5154,28.25,28.47,4.24,14.24,9.99,9.99,,,
A5155,11459993111621850,1/7/21,21006080,Q,1,A5155,10.79,12.24,1.62,4.24,8.98,6.38,,,
A5156,11376628165617814,1/7/21,21006078,Q,1,A5156,33.98,29.83,5.1,17.09,8.98,7.64,,,
A5157,11248803556424221,1/7/21,3281-11-,G,1,A5157,229.81,234.49,13.79,210.71,9.99,9.99,,,
A5158,11337706794553847,1/7/21,21006080,O,1,A5158,16.56,22.48,2.51,10.99,8.98,8.98,,,
A5159,11237283336184200,1/7/21,21006080,P,6,A5159,27,16.3,2.22,5.1,8.98,8.98,,,
A5160,11166526371229044,1/7/21,21006081,Q,2,A5160,7.63,11.07,0.61,4.08,7.77,6.38,,,
A5161,11365263722394640,1/7/21,21006080,Q,1,A5161,32.69,251.28,4.9,240,8.98,6.38,,,
A5162,11191821011533039,1/7/21,21038852,L,2,A5162,21.98,22.47,3.3,12.18,6.99,6.99,,,
A5163,11161904803229866,1/7/21,21006082,Q,1,A5163,33.98,29.83,5.1,17.09,8.98,7.64,,,
A5164,11289405912374620,1/7/21,21039628,H,1,A5164,24.76,27.93,3.71,17.97,4.75,4.75,,,
A5165,11447667950690643,1/7/21,21038860,L,1,A5165,11.16,11.49,1.67,5.07,4.75,4.75,,,
A5166,11116938433286627,1/7/21,21006081,Q,6,A5166,13.73,22.59,2.06,6.42,9.38,14.11,,,
A5167,11340715082215407,1/7/21,21006082,Q,1,A5167,33.98,30.42,5.1,17.09,8.38,8.23,,,
A5168,11470178037617034,1/7/21,21039354,I,1,A5168,36.78,37.78,5.52,26.46,3.55,3.8,,,
A5169,11161082067233021,1/7/21,21038858,J,1,A5169,252.98,260.57,15.18,232.75,12.64,12.64,,,
A5170,11431095109105800,1/7/21,21038863,L,1,A5170,13.9,14.18,2.09,5.1,6.99,6.99,,,
A5171,11436188161076214,1/7/21,21038862,L,12,A5171,65.86,66.31,9.88,46.44,9.99,9.99,,,
A5172,11104726337020260,1/7/21,21038861,L,1,A5172,10.47,9.03,0.84,2.44,5.75,5.75,,,
A5173,11413715754023442,1/7/21,21038864,C,1,A5173,37.15,38.26,5.57,18.92,13.77,13.77,,,
A5174,11129238621994604,1/7/21,21038865,L,6,A5174,41.87,42.27,6.28,26.49,9.5,9.5,,,
A5175,11274238063648218,1/7/21,21038866,L,4,A5175,43.77,44.72,6.57,31.16,6.99,6.99,,,
A5176,11331310588264260,1/7/21,21006082,Q,1,A5176,33.98,28.57,5.1,17.09,8.14,6.38,,,
A5177,11234585376094637,1/7/21,21038867,L,1,A5177,11.32,11.54,1.7,5.09,4.75,4.75,,,
A5178,11298675089054665,1/7/21,21038868,L,12,A5178,64.05,65.01,9.61,41.41,13.99,13.99,,,
A5179,11391849737775404,1/7/21,21038869,L,12,A5179,39.66,39.84,5.95,24.39,9.5,9.5,,,
A5180,11207029645697851,1/7/21,21006082,Q,1,A5180,33.98,30.15,5.1,17.09,8.38,7.96,,,
A5181,11382237804612248,1/7/21,21039629,H,1,A5181,24.76,27.93,3.71,17.97,4.75,4.75,,,
A5182,11194547959409844,1/7/21,21006082,P,4,A5182,30.38,26.39,3.65,13.76,8.98,8.98,,,
A5183,11428314997165807,1/7/21,21038872,L,1,A5183,21.9,20.79,3.29,12.75,4.75,4.75,,,
A5184,11238037769542663,1/7/21,21038871,L,1,A5184,13.58,14.8,2.04,5.77,6.99,6.99,,,
A5185,11298472803554640,1/7/21,21006082,Q,1,A5185,33.98,30.15,5.1,17.09,8.38,7.96,,,
A5186,11291570156465859,1/7/21,21038873,C,1,A5186,48.78,50.25,7.32,28.03,14.9,14.9,,,
A5187,11119148853103460,1/7/21,21038874,L,12,A5187,40.7,42.67,6.11,27.81,8.75,8.75,,,
A5188,11481406856337050,1/7/21,21006083,O,2,A5188,24.81,30.02,3.72,17.32,8.98,8.98,,,
A5189,11284717362652219,1/7/21,21006083,Q,3,A5189,27.5,91.2,4.13,78.84,8.98,8.23,,,
A5190,11443348463286664,1/7/21,21006083,P,3,A5190,14.62,25.48,2.19,14.31,8.98,8.98,,,
A5191,11106928924722632,1/7/21,21006083,Q,1,A5191,64.78,62.64,9.72,46.54,8.98,6.38,,,
A5192,11246988062510635,1/7/21,21038876,J,1,A5192,12.74,12.58,1.91,1.87,8.8,8.8,,,
A5193,11167380410657046,1/7/21,21006084,Q,5,A5193,169.9,126.07,25.5,85.45,8.98,15.12,,,
A5194,11318732302880229,1/7/21,21038875,L,2,A5194,27.16,23.12,4.08,11.54,7.5,7.5,,,
